央视,#genre#
CCTV2 财经,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226195/1.m3u8
CCTV2 财经,http://140.249.29.31/tlive-test-cdn.ysp.cctv.cn/ysp/2022576703.m3u8
CCTV2 财经,http://121.27.126.129:809/hls/2/index.m3u8
CCTV2 财经,https://php.61073736.repl.co/sxg.php?id=CCTV-2H265_4000
CCTV2 财经,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8
CCTV3 综艺,http://39.134.66.66/PLTV/88888888/224/3221225799/index.m3u8
CCTV3 综艺,http://39.135.138.58:18890/PLTV/88888888/224/3221225634/index.m3u8
CCTV3 综艺,http://39.135.138.58:18890/PLTV/88888888/224/3221225647/index.m3u8
CCTV3 综艺,http://39.134.115.163:8080/PLTV/88888910/224/3221225647/index.m3u8
CCTV3 综艺,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226397/1.m3u8
CCTV3 综艺,http://iptv123.msns.cn:9901/tsfile/live/0003_1.m3u8
CCTV3 综艺,https://php.61073736.repl.co/sxg.php?id=CCTV-3H265_4000
CCTV3 综艺,http://140.249.29.31/tlive-test-cdn.ysp.cctv.cn/ysp/2022576503.m3u8
CCTV4 国际,http://39.134.66.66/PLTV/88888888/224/3221225797/index.m3u8
CCTV4 国际,http://39.135.138.58:18890/PLTV/88888888/224/3221225621/index.m3u8
CCTV4 国际,http://39.134.115.163:8080/PLTV/88888910/224/3221225621/index.m3u8
CCTV4 国际,https://php.61073736.repl.co/sxg.php?id=CCTV-4H265_4000
CCTV4 国际,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226191/1.m3u8
CCTV4 国际,https://epg.pw/stream/5ea26961bbc8690cbd372a194e8801249644123feab6354e1f2cdd2b8a0026ca.m3u8
CCTV4 国际,http://140.249.29.31/tlive-test-cdn.ysp.cctv.cn/ysp/2022576603.m3u8
CCTV5 体育,http://39.134.66.66/PLTV/88888888/224/3221225818/index.m3u8
CCTV5 体育,http://39.134.66.66/PLTV/88888888/224/3221225507/index.m3u8
CCTV5 体育,http://39.135.138.58:18890/PLTV/88888888/224/3221225633/index.m3u8
CCTV5 体育,http://39.135.138.58:18890/PLTV/88888888/224/3221225751/index.m3u8
CCTV5 体育,http://39.135.138.58:18890/PLTV/88888888/224/3221225752/index.m3u8
CCTV5 体育,http://39.135.138.58:18890/PLTV/88888888/224/3221225753/index.m3u8
CCTV5 体育,http://39.135.138.58:18890/PLTV/88888888/224/3221225754/index.m3u8
CCTV5 体育,http://39.135.138.58:18890/PLTV/88888888/224/3221225755/index.m3u8
CCTV5 体育,http://39.135.138.58:18890/PLTV/88888888/224/3221225756/index.m3u8
CCTV5 体育,http://39.134.115.163:8080/PLTV/88888910/224/3221225633/index.m3u8
CCTV5 体育,http://39.135.138.58:18890/PLTV/88888888/224/3221225649/index.m3u8
CCTV5 体育,http://39.135.138.58:18890/PLTV/88888888/224/3221225706/index.m3u8
CCTV5 体育,http://39.134.115.163:8080/PLTV/88888910/224/3221225649/index.m3u8
CCTV5 体育,https://php.61073736.repl.co/sxg.php?id=CCTV-5H265_4000
CCTV5 体育,http://140.249.29.31/tlive-test-cdn.ysp.cctv.cn/ysp/2022576403.m3u8
CCTV5 体育,http://140.249.29.31/tlive-test-cdn.ysp.cctv.cn/ysp/2022576303.m3u8
CCTV6 电影,http://39.134.66.66/PLTV/88888888/224/3221225814/index.m3u8
CCTV6 电影,http://39.135.138.58:18890/PLTV/88888888/224/3221225632/index.m3u8
CCTV6 电影,http://140.249.29.31/tlive-test-cdn.ysp.cctv.cn/ysp/2022574303.m3u8
CCTV6 电影,http://iptv123.msns.cn:9901/tsfile/live/0006_1.m3u8
CCTV6 电影,https://php.61073736.repl.co/sxg.php?id=CCTV-6H265_4000
CCTV6 电影,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226393/index.m3u8
CCTV6 电影,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226393/1.m3u8
CCTV6 电影,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226393/1.m3u8
CCTV7 军事,http://39.134.66.66/PLTV/88888888/224/3221225671/index.m3u8
CCTV7 军事,http://39.135.138.58:18890/PLTV/88888888/224/3221225624/index.m3u8
CCTV7 军事,http://39.135.138.58:18890/PLTV/88888888/224/3221225644/index.m3u8
CCTV7 军事,http://39.134.115.163:8080/PLTV/88888910/224/3221225624/index.m3u8
CCTV7 军事,http://140.249.29.31/tlive-test-cdn.ysp.cctv.cn/ysp/2022576203.m3u8
CCTV7 军事,https://php.61073736.repl.co/sxg.php?id=CCTV-7H265_4000
CCTV8 电视剧,http://39.134.66.66/PLTV/88888888/224/3221225795/index.m3u8
CCTV8 电视剧,http://140.249.29.31/tlive-test-cdn.ysp.cctv.cn/ysp/2022576103.m3u8
CCTV8 电视剧,https://php.61073736.repl.co/sxg.php?id=CCTV-8H265_4000
CCTV8 电视剧,http://39.135.138.58:18890/PLTV/88888888/224/3221225635/index.m3u8
CCTV9 记录,http://39.134.66.66/PLTV/88888888/224/3221225676/index.m3u8
CCTV9 记录,http://39.135.138.58:18890/PLTV/88888888/224/3221225626/index.m3u8
CCTV9 记录,http://39.135.138.58:18890/PLTV/88888888/224/3221225646/index.m3u8
CCTV9 纪录,https://php.61073736.repl.co/sxg.php?id=CCTV-9H265_4000
CCTV9 记录,http://140.249.29.31/tlive-test-cdn.ysp.cctv.cn/ysp/2022576003.m3u8
CCTV10 科教,http://39.134.66.66/PLTV/88888888/224/3221225677/index.m3u8
CCTV10 科教,http://39.135.138.58:18890/PLTV/88888888/224/3221225627/index.m3u8
CCTV10 科教,http://39.135.138.58:18890/PLTV/88888888/224/3221225636/index.m3u8
CCTV10 科教,https://php.61073736.repl.co/sxg.php?id=CCTV-10H265_4000
CCTV10 科教,http://140.249.29.31/tlive-test-cdn.ysp.cctv.cn/ysp/2022573003.m3u8
CCTV11 戏曲,http://39.135.138.58:18890/PLTV/88888888/224/3221225628/index.m3u8
CCTV11 戏曲,https://php.61073736.repl.co/sxg.php?id=CCTV-11-H265_4000
CCTV11 戏曲,http://39.134.66.66/PLTV/88888888/224/3221225517/index.m3u8
CCTV11 戏曲,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8
CCTV11 戏曲,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226565/index.m3u8
CCTV11 戏曲,http://140.249.29.31/tlive-test-cdn.ysp.cctv.cn/ysp/2022575903.m3u8
CCTV11 戏曲,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8
CCTV12 社会与法,http://39.134.66.66/PLTV/88888888/224/3221225669/index.m3u8
CCTV12 社会与法,http://39.135.138.58:18890/PLTV/88888888/224/3221225629/index.m3u8
CCTV12 社会与法,http://39.135.138.58:18890/PLTV/88888888/224/3221225637/index.m3u8
CCTV12 社会与法,https://php.61073736.repl.co/sxg.php?id=CCTV-12H265_4000
CCTV12 社会与法,http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002147/index.m3u8
CCTV12 社会与法,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226568/index.m3u8
CCTV12 社会与法,http://140.249.29.31/tlive-test-cdn.ysp.cctv.cn/ysp/2022575803.m3u8
CCTV12 社会与法,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226568/index.m3u8
CCTV13 新闻,http://39.134.66.66/PLTV/88888888/224/3221225812/index.m3u8
CCTV13 新闻,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226571/index.m3u8
CCTV13 新闻,http://140.249.29.31/tlive-test-cdn.ysp.cctv.cn/ysp/2022575703.m3u8
CCTV13 新闻,http://39.135.138.58:18890/PLTV/88888888/224/3221225638/index.m3u8
CCTV13 新闻,http://14.19.199.43:8089/hls/32/index.m3u8
CCTV13 新闻,http://120.224.178.16:9901/tsfile/live/0013_1.m3u8
CCTV13 新闻,https://php.61073736.repl.co/sxg.php?id=CCTV-xw_4000
CCTV13 新闻,http://live.chunfei.top/live02/cctv.m3u8?channel=cctvnews
CCTV13 新闻,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226571/index.m3u8
CCTV13 新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226571/index.m3u8
CCTV13 新闻,rtmp://live-play.cctvnews.cctv.com/cctv/merge_cctv13
CCTV14 少儿,http://39.134.66.66/PLTV/88888888/224/3221225674/index.m3u8
CCTV14 少儿,http://39.135.138.58:18890/PLTV/88888888/224/3221225639/index.m3u8
CCTV14 少儿,http://39.135.138.58:18890/PLTV/88888888/224/3221225640/index.m3u8
CCTV14 少儿,https://php.61073736.repl.co/sxg.php?id=CCTV-14H265_4000
CCTV14 少儿,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226591/index.m3u8
CCTV14 少儿,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226591/index.m3u8
CCTV15 音乐,http://39.134.66.66/PLTV/88888888/224/3221225513/index.m3u8
CCTV15 音乐,http://39.135.138.58:18890/PLTV/88888888/224/3221225641/index.m3u8
CCTV15 音乐,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226476/index.m3u8
CCTV15 音乐,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8
CCTV15 音乐,https://php.61073736.repl.co/sxg.php?id=CCTV-15-yyH265_4000
CCTV16 奥林匹克,http://39.135.138.58:18890/PLTV/88888888/224/3221226230/index.m3u8
CCTV16 奥林匹克,http://39.135.138.58:18890/PLTV/88888888/224/3221226233/index.m3u8
CCTV16 奥林匹克,https://php.61073736.repl.co/sxg.php?id=CCTV-16_4000
CCTV17 农业农村,http://39.135.138.58:18890/PLTV/88888888/224/3221225907/index.m3u8
CCTV17 农业农村,http://39.135.138.58:18890/PLTV/88888888/224/3221225908/index.m3u8
CCTV17 农业农村,http://39.134.66.66/PLTV/88888888/224/3221225708/index.m3u8
CGTN,http://39.134.66.66/PLTV/88888888/224/3221225510/index.m3u8
CGTN纪录,http://39.134.66.66/PLTV/88888888/224/3221225509/index.m3u8

央视蓝光,#genre#
CCTV1[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225618/index.m3u8
CCTV1[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225642/index.m3u8
CCTV1[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225762/index.m3u8
CCTV1[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221226221/index.m3u8
CCTV1[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221226225/index.m3u8
CCTV1[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225918/index.m3u8
CCTV1[1920*1080],http://117.148.179.155/PLTV/88888888/224/3221231468/1.m3u8
CCTV1[1920*1080],http://39.134.67.7:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV2[1920*1080],http://39.135.138.58:18890/PLTV/88888910/224/3221225643/index.m3u8
CCTV2[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225619/index.m3u8
CCTV2[1920*1080],http://117.148.179.147/PLTV/88888888/224/3221231678/1.m3u8
CCTV3[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225647/index.m3u8
CCTV3[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225634/index.m3u8
CCTV3[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225647/index.m3u8
CCTV3[1920*1080],http://117.148.179.183/PLTV/88888888/224/3221231682/1.m3u8
CCTV3[1920*1080],http://111.63.117.13:6060/030000001000/CCTV-3/CCTV-3.m3u8
CCTV3[1920*1080],http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV4[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225621/index.m3u8
CCTV4[1920*1080],http://117.148.179.160/PLTV/88888888/224/3221231726/1.m3u8
CCTV4[1920*1080],http://117.148.179.182/PLTV/88888888/224/3221231726/1.m3u8
CCTV4[1920*1080],http://117.148.179.162/PLTV/88888888/224/3221231615/1.m3u8
CCTV4[1920*1080],http://117.148.179.160/PLTV/88888888/224/3221231654/1.m3u8
CCTV5+[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225633/index.m3u8
CCTV5+[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225649/index.m3u8
CCTV5+[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225706/index.m3u8
CCTV5+[1920*1080],http://117.148.179.136/PLTV/88888888/224/3221231459/1.m3u8
CCTV6[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225632/index.m3u8
CCTV6[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225650/index.m3u8
CCTV6[1920*1080],http://117.148.179.153/PLTV/88888888/224/3221231724/1.m3u8
CCTV7[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225624/index.m3u8
CCTV7[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225644/index.m3u8
CCTV7[1920*1080],http://117.148.179.160/PLTV/88888888/224/3221231633/1.m3u8
CCTV8[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225631/index.m3u8
CCTV8[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225635/index.m3u8
CCTV8[1920*1080],http://117.148.179.160/PLTV/88888888/224/3221231694/1.m3u8
CCTV9[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225626/index.m3u8
CCTV9[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225646/index.m3u8
CCTV9[1920*1080],http://117.148.179.162/PLTV/88888888/224/3221231697/1.m3u8
CCTV10[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225627/index.m3u8
CCTV10[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225636/index.m3u8
CCTV10[1920*1080],http://117.148.179.164/PLTV/88888888/224/3221232492/1.m3u8
CCTV10[1920*1080],http://117.148.179.175/PLTV/88888888/224/3221231666/1.m3u8
CCTV11[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225628/index.m3u8
CCTV11[1920*1080],http://117.148.179.164/PLTV/88888888/224/3221231711/1.m3u8
CCTV12[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225629/index.m3u8
CCTV12[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225637/index.m3u8
CCTV12[1920*1080],http://117.148.179.150/PLTV/88888888/224/3221231660/1.m3u8
CCTV13[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225638/index.m3u8
CCTV13[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225638/index.m3u8
CCTV14[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225639/index.m3u8
CCTV14[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225640/index.m3u8
CCTV14[1920*1080],http://117.148.179.182/PLTV/88888888/224/3221231648/1.m3u8
CCTV14[1920*1080],http://39.134.65.179/PLTV/88888888/224/3221225674/index.m3u8
CCTV14[1920*1080],http://39.134.65.164/PLTV/88888888/224/3221225674/index.m3u8
CCTV14[1920*1080],http://39.134.65.181/PLTV/88888888/224/3221225674/index.m3u8
CCTV14[1920*1080],http://39.134.65.183/PLTV/88888888/224/3221225674/index.m3u8
CCTV14[1920*1080],http://39.134.65.173/PLTV/88888888/224/3221225674/index.m3u8
CCTV14[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225674/index.m3u8
CCTV15[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225641/index.m3u8
CCTV15[1920*1080],http://117.148.179.169/PLTV/88888888/224/3221231693/1.m3u8
CCTV16[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221226230/index.m3u8
CCTV16[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221226233/index.m3u8
CCTV17[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225907/index.m3u8
CCTV17[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225908/index.m3u8
CCTV17[1920*1080],http://117.148.179.167/PLTV/88888888/224/3221231772/1.m3u8
CCTV17[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225909/inde
CCTV17[1920*1080],http://39.134.66.46/PLTV/88888888/224/3221225708/index.m3u8
CCTV17[1920*1080],http://39.134.65.181/PLTV/88888888/224/3221225708/index.m3u8
CCTV17[1920*1080],http://39.134.65.183/PLTV/88888888/224/3221225708/index.m3u8

CCTV8K[1920*1080],http://117.148.179.148/PLTV/88888888/224/3221233350/1.m3u8
CCTV4K[1920*1080],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221233400/1.m3u8
CCTV8K[1920*1080],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221233350/1.m3u8
CCTV8K[1920*1080],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221233404/1.m3u8
CCTV8K[1920*1080],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221233413/1.m3u8
CCTV4K[1920*1080],http://liveop.cctv.cn/hls/4KHD/playlist.m3u8
CCTV16[1920*1080],http://liveop.cctv.cn/hls/CCTV16HD/playlist.m3u8

湖南,#genre#
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8
湖南卫视,http://66.165.240.154:8080/live/jsydws06/hls.m3u8
湖南卫视,http://113.205.185.28:8089/newlive/live/hls/22/live.m3u8
湖南卫视,http://8.134.82.80:32858/ysp0409/haiouysp.php?id=41
湖南卫视,http://120.7.86.41:808/hls/18/index.m3u8
湖南卫视,http://iptv123.msns.cn:9901/tsfile/live/0128_1.m3u8
湖南卫视,http://219.147.3.106:4455/newlive/live/hls/18/live.m3u8
湖南卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225704/index.m3u8
湖南卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225745/index.m3u8
湖南卫视,http://39.134.66.66/PLTV/88888888/224/3221225506/index.m3u8
湖南卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225745/1653109807-1-1648947278.m3u8
湖南卫视,http://140.249.29.31/tlive-test-cdn.ysp.cctv.cn/ysp/2000296203.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226307/index.m3u8
湖南卫视,https://php.61073736.repl.co/sxg.php?id=hnwsH265_4000
湖南卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
湖南卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221226000/index.m3u8
湖南经视,http://116.128.243.121:9901/tsfile/live/1000_1.m3u8
湖南经视,http://222.241.154.37:9901/tsfile/live/23020_1.m3u8
湖南都市,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43028/index.m3u8
湖南都市,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43094/index.m3u8
湖南都市,http://58.45.108.203:6666/udp/239.76.245.117:1234
湖南娱乐,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43027/index.m3u8
湖南国际,http://222.241.154.37:9901/tsfile/live/23024_1.m3u8
湖南国际,http://175.9.161.131:9999/udp/239.76.252.124:9000
湖南国际,http://118.254.158.105:8888/udp/239.76.252.124:9000
湖南国际,http://175.9.161.131:9999/udp/239.76.253.102:9000
湖南电影,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43029/index.m3u8
湖南电影,https://epg.pw/stream/84314710068d51088a7fac2dcac4032ce649b5dd9b8659b4e5b1781cc7ca5dc0.m3u8
湖南娱乐,https://epg.pw/stream/beb9587d88489e70e201873d98421bfb236759d0ee3f5a09437e5f23085bdad0.m3u8
湖南岳阳楼,http://gcalic.v.myalicdn.com/gc/pts01_1/index.m3u8
湖南卫视2K,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/hnwshd/4000000/mnf.m3u8
湖南卫视2K,http://39.134.65.181/PLTV/88888888/224/3221225506/index.m3u8
湖南卫视2K,http://39.134.65.166/PLTV/88888888/224/3221225506/index.m3u8
湖南卫视2K,http://117.148.179.148/PLTV/88888888/224/3221230824/1.m3u8
湖南卫视2K,http://117.148.179.135/PLTV/88888888/224/3221230206/1.m3u8
湖南卫视2K,http://117.148.179.172/PLTV/88888888/224/3221231729/1.m3u8
湖南卫视2K,http://39.135.138.58:18890/PLTV/88888888/224/3221225704/index.m3u8
湖南卫视2K,http://39.135.138.58:18890/PLTV/88888888/224/3221225745/index.m3u8

香港频道,#genre#
凤凰中文,http://iptv.tvfix.org/hls/fhzw.m3u8
凤凰中文,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226547/index.m3u8
凤凰中文,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV43.m3u8
凤凰中文,http://110.85.184.112:9999/rtp/239.61.2.184:9092
凤凰中文,http://hkss3.phoenixtv.com/fs/pcc.stream/.m3u8
凤凰中文,http://135.148.104.228:19806/645385720009117848161b4e340f749d
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰中文,https://play-flive.ifeng.com/live/06OLEGEGM4G.flv
凤凰中文,http://223.110.245.138/ott.js.chinamobile.com/PLTV/3/224/3221226922/index.m3u8
凤凰中文,https://php.61073736.repl.co/sxg.php?id=test1_4000
凤凰中文,http://[2409:8087:2001:20:2800:0:df6e:eb22]:80/ott.mobaibox.com/PLTV/3/224/3221228527/1.m3u8
凤凰资讯,https://edge2.laotv.la/live/PhoenixNews/index.m3u8
凤凰资讯,https://play-flive.ifeng.com/live/06OLEEWQKN4.flv
凤凰资讯,https://play-flive.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰资讯,https://php.61073736.repl.co/sxg.php?id=test2_4000
鳳凰衛視中文,http://210.210.155.37/uq2663/h/h157/index2.m3u8
鳳凰衛視中文,http://210.210.155.35/uq2663/h/h157/index2.m3u8
鳳凰衛視中文,http://jzlive.jztvnews.com:90/live/jzzh.m3u8
凤凰香港,http://50.7.238.114:8278/hkphoenix_twn/playlist.m3u8?tid=MA5A4571836345718363&ct=19234&tsum=9d461ede3a5ecfa182b75574f86ae56a
凤凰香港,http://198.16.100.90:8278/hkphoenix_twn/playlist.m3u8?tid=MACA2858291128582911&ct=19225&tsum=0f01288bbaa6c0403d07e96b0a5db4ed
凤凰香港,http://hkss3.phoenixtv.com/fs/phk.stream/.m3u8
凤凰香港,http://ott.js.chinamobile.com/TVOD/3/224/3221228060/index.m3u8
凤凰香港,http://39.134.71.75/ott.js.chinamobile.com/PLTV/3/224/3221228060/index.m3u8
凤凰香港,http://223.110.236.2/ott.js.chinamobile.com/PLTV/3/224/3221228060/index.m3u8$JS1080P
凤凰资讯,http://[2409:8087:2001:20:2800:0:df6e:eb19]:80/ott.mobaibox.com/PLTV/3/224/3221228524/1.m3u8
凤凰香港,http://[2409:8087:2001:20:2800:0:df6e:eb22]:80/ott.mobaibox.com/PLTV/1/224/3221228530/1.m3u8
凤凰香港台,http://135.148.104.228:19806/b70e94e7ac144bf585ad3bb140833c64
凤凰电影台,http://218.202.220.2:5000/nn_live.ts?id=NEWSASIA
凤凰电影台,
凤凰电影台,http://135.148.104.228:19806/2df8c6787b0a4f08bee3dcccd49aef8b
凤凰电影,http://iptv.tvfix.org/hls/fhdy.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
亚美卫视,http://dcunilive30-lh.akamaihd.net/i/dclive_1@535522/master.m3u8
明珠台HD,http://iptv.tvfix.org/hls/pearl.m3u8
明珠台HD,http://iptv.tvfix.org/hls/pearl2.m3u8
明珠台,http://r.jdshipin.com/GeWKr?id=mzt720
明珠台HD,http://iptv.tvfix.org/hls/financenhk.m3u8
翡翠台HD,http://iptv.tvfix.org/hls/jade.m3u8
翡翠台HD,http://iptv.tvfix.org/hls/jade2.m3u8翡翠台(备),http://135.148.104.228:19806/03b76f07cea3474a913541c586fc0747
翡翠台,http://135.148.104.228:19806/645c8bbf0007c6216b56c2955f644196
翡翠台,http://r.jdshipin.com/GeWKr?id=fct720
翡翠台(华丽台),http://135.148.104.228:19806/273abed884a24011a410ddb0ea81cb1a
亚洲新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_3.m3u8
亚洲新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
